,Title,Tag,Text,Date
6997,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
6998,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
6999,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7000,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7001,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7002,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7003,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7004,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7005,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7006,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7007,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7008,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7009,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7010,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7011,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7012,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7013,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7014,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7015,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7016,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7017,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7018,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7019,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7020,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7021,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7022,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7023,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7024,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7025,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7026,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7027,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7028,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7029,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7030,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7031,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7032,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7033,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7034,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7035,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7036,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7037,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7038,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7039,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7040,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7041,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7042,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7043,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7044,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7045,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7046,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7047,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7048,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7049,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7050,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7051,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7052,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7053,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7054,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7055,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7056,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7057,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7058,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7059,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7060,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7061,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7062,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7063,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7064,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7065,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7066,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7067,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7068,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7069,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7070,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7071,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7072,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7073,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7074,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7075,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7076,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7077,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7078,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7079,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7080,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7081,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7082,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7083,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7084,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7085,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7086,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7087,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7088,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7089,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7090,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7091,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7092,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7093,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7094,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7095,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7096,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7097,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7098,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7099,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7100,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7101,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7102,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7103,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7104,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7105,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7106,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7107,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7108,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7109,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7110,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7111,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7112,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7113,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7114,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7115,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7116,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7117,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7118,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7119,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
7120,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
7121,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
7122,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
7123,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
7124,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
7125,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
7126,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
7127,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
7128,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
7129,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
